x,y,density,u-vel,v-vel,pressure,temperature,a,e
1.2525,0.0805316,-0.170642,-11858.4,69573.4,1.76445e+08,-3.60282e+06,nan,-2.58503e+09
1.2675,0.0844906,-0.165028,-11945.1,69900.2,1.72249e+08,-3.63676e+06,nan,-2.60938e+09
1.2825,0.0884495,-0.159746,-12032.8,70231,1.68317e+08,-3.67128e+06,nan,-2.63414e+09
1.2975,0.0924085,-0.154765,-12121.7,70565.9,1.64629e+08,-3.70639e+06,nan,-2.65933e+09
1.3125,0.0963674,-0.15006,-12211.6,70904.9,1.61162e+08,-3.7421e+06,nan,-2.68496e+09
1.3275,0.100326,-0.14561,-12302.7,71248.1,1.579e+08,-3.77842e+06,nan,-2.71102e+09
1.3425,0.104285,-0.141393,-12394.8,71595.5,1.54826e+08,-3.81537e+06,nan,-2.73753e+09
1.3575,0.108244,-0.137391,-12488.1,71947.1,1.51927e+08,-3.85295e+06,nan,-2.76449e+09
1.3725,0.112203,-0.133589,-12582.5,72303,1.49187e+08,-3.89118e+06,nan,-2.79192e+09
1.3875,0.116162,-0.12997,-12678.1,72663.3,1.46597e+08,-3.93007e+06,nan,-2.81982e+09
1.4025,0.120121,-0.126523,-12774.8,73028,1.44146e+08,-3.96963e+06,nan,-2.84821e+09
1.4175,0.12408,-0.123235,-12872.8,73397.2,1.41823e+08,-4.00988e+06,nan,-2.87709e+09
1.4325,0.128039,-0.120094,-12971.9,73771,1.3962e+08,-4.05084e+06,nan,-2.90648e+09
1.4475,0.131998,-0.117091,-13072.3,74149.4,1.3753e+08,-4.09252e+06,nan,-2.93638e+09
1.4625,0.135957,-0.114217,-13173.9,74532.5,1.35545e+08,-4.13493e+06,nan,-2.96681e+09
1.4775,0.139916,-0.111464,-13276.8,74920.4,1.33658e+08,-4.17809e+06,nan,-2.99778e+09
1.4925,0.143875,-0.108823,-13380.9,75313.1,1.31863e+08,-4.22202e+06,nan,-3.0293e+09
1.5075,0.147834,-0.106288,-13486.4,75710.8,1.30156e+08,-4.26674e+06,nan,-3.06139e+09
1.5225,0.151793,-0.103852,-13593.2,76113.5,1.2853e+08,-4.31227e+06,nan,-3.09405e+09
1.5375,0.155752,-0.10151,-13701.4,76521.3,1.26981e+08,-4.35862e+06,nan,-3.12731e+09
1.5525,0.159711,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.5675,0.16367,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.5825,0.167628,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.5975,0.171587,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.6125,0.175546,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.6275,0.179505,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.6425,0.183464,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.6575,0.187423,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.6725,0.191382,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.6875,0.195341,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.7025,0.1993,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.7175,0.203259,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.7325,0.207218,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.7475,0.211177,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
1.7625,0.215136,nan,nan,nan,9.42824e+06,15535.4,3470.23,nan
